id,codigo_curso,area_basica,area_avaliacao,situacao,inicio,nota,universidade,cep,cidade,doutorado,mestrado,info_doutorado,info_mestrado
1170,CIÊNCIAS DA ENGENHARIA AMBIENTAL (33002045016P0),ENGENHARIA SANITÁRIA,ENGENHARIAS I,EM FUNCIONAMENTO,1989,4,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002045016D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002045016M0'}"
1171,CIÊNCIAS E ENGENHARIA DE MATERIAIS (33002045017P6),MATERIAIS,MATERIAIS,EM FUNCIONAMENTO,1993,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045017D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045017M6'}"
1172,ENGENHARIA DE PRODUÇÃO (33002045018P2),ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,EM FUNCIONAMENTO,1996,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002045018D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002045018M2'}"
1181,CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA) (33002061001P3),AGRONOMIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1972,7,UNIVERSIDADE DE SÃO PAULO - CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA,13416000,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002061001D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002061001M3'}"
1182,EDUCAÇÃO (33003017001P2),EDUCAÇÃO,EDUCAÇÃO,EM FUNCIONAMENTO,1975,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017001D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017001M2'}"
1183,FÍSICA (33003017002P9),FÍSICA,ASTRONOMIA / FÍSICA,EM FUNCIONAMENTO,1969,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017002D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017002M9'}"
1184,MATEMÁTICA (33003017003P5),MATEMÁTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,EM FUNCIONAMENTO,1972,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017003D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017003M5'}"
1185,MATEMÁTICA APLICADA (33003017004P1),MATEMÁTICA APLICADA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,EM FUNCIONAMENTO,1977,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017004D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017004M1'}"
1186,CIÊNCIA DA COMPUTAÇÃO (33003017005P8),CIÊNCIA DA COMPUTAÇÃO,COMPUTAÇÃO,EM FUNCIONAMENTO,1977,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017005D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017005M8'}"
1187,ESTATÍSTICA (33003017006P4),PROBABILIDADE E ESTATÍSTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,EM FUNCIONAMENTO,1977,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017006D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017006M4'}"
1188,QUÍMICA (33003017007P0),QUÍMICA,QUÍMICA,EM FUNCIONAMENTO,1972,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017007D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017007M0'}"
1189,BIOLOGIA VEGETAL (33003017009P3),BOTÂNICA,BIODIVERSIDADE,EM FUNCIONAMENTO,1977,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017009D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017009M3'}"
1190,ECOLOGIA (33003017010P1),ECOLOGIA,BIODIVERSIDADE,EM FUNCIONAMENTO,1976,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017010D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017010M1'}"
1193,SOCIOLOGIA (33003017015P3),SOCIOLOGIA,SOCIOLOGIA,EM FUNCIONAMENTO,1974,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017015D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017015M3'}"
1194,ANTROPOLOGIA SOCIAL (33003017016P0),ANTROPOLOGIA,ANTROPOLOGIA / ARQUEOLOGIA,EM FUNCIONAMENTO,1971,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017016D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017016M0'}"
1195,CIÊNCIA POLÍTICA (33003017017P6),CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,EM FUNCIONAMENTO,1974,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017017D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017017M6'}"
1197,HISTÓRIA (33003017019P9),HISTÓRIA,HISTÓRIA,EM FUNCIONAMENTO,1976,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017019D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017019M9'}"
1198,CIÊNCIA ECONÔMICA (33003017020P7),ECONOMIA,ECONOMIA,EM FUNCIONAMENTO,1974,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017020D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017020M7'}"
1199,ENGENHARIA ELÉTRICA (33003017021P3),ENGENHARIA ELÉTRICA,ENGENHARIAS IV,EM FUNCIONAMENTO,1972,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017021D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017021M3'}"
1200,ENGENHARIA MECÂNICA (33003017022P0),ENGENHARIA MECÂNICA,ENGENHARIAS III,EM FUNCIONAMENTO,1974,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017022D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017022M0'}"
1201,CIÊNCIAS MÉDICAS (33003017023P6),CLÍNICA MÉDICA,MEDICINA I,EM FUNCIONAMENTO,1979,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017023D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017023M6'}"
1202,GENÉTICA E BIOLOGIA MOLECULAR (33003017024P2),GENÉTICA,CIÊNCIAS BIOLÓGICAS I,EM FUNCIONAMENTO,1980,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017024D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017024M2'}"
1203,ENGENHARIA AGRÍCOLA (33003017026P5),ENGENHARIA AGRÍCOLA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1977,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017026D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017026M5'}"
1204,CIÊNCIA DE ALIMENTOS (33003017027P1),CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO,1969,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017027D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017027M1'}"
1205,TECNOLOGIA DE ALIMENTOS (33003017028P8),TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO,1969,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017028D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017028M8'}"
1206,ENGENHARIA DE ALIMENTOS (33003017029P4),ENGENHARIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO,1969,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017029D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017029M4'}"
1207,LINGÜÍSTICA (33003017030P2),LINGÜÍSTICA,LINGUíSTICA E LITERATURA,EM FUNCIONAMENTO,1971,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017030D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017030M2'}"
1208,TEORIA E HISTÓRIA LITERÁRIA (33003017031P9),LETRAS,LINGUíSTICA E LITERATURA,EM FUNCIONAMENTO,1977,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017031D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017031M9'}"
1209,Biologia Molecular e Morfofuncional (33003017033P1),BIOLOGIA GERAL,CIÊNCIAS BIOLÓGICAS I,EM FUNCIONAMENTO,1980,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017033D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017033M1'}"
1210,ENGENHARIA QUÍMICA (33003017034P8),ENGENHARIA QUÍMICA,ENGENHARIAS II,EM FUNCIONAMENTO,1980,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017034D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017034M8'}"
1211,GEOCIÊNCIAS (33003017038P3),GEOCIÊNCIAS,GEOCIÊNCIAS,EM FUNCIONAMENTO,1983,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017038D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017038M3'}"
1212,CIÊNCIAS SOCIAIS (33003017039P0),SOCIOLOGIA,SOCIOLOGIA,EM FUNCIONAMENTO,1985,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,False,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017039D0'}",
1213,BIOLOGIA FUNCIONAL E MOLECULAR (33003017040P8),BIOQUÍMICA,CIÊNCIAS BIOLÓGICAS II,EM DESATIVACAO,,,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM DESATIVACAO', 'nota': '6', 'codigo': '33003017040D9'}","{'situacao': 'EM DESATIVACAO', 'nota': '6', 'codigo': '33003017040M8'}"
1214,ENGENHARIA CIVIL (33003017041P4),ENGENHARIA CIVIL,ENGENHARIAS I,EM FUNCIONAMENTO,1986,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017041D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017041M4'}"
1215,ALIMENTOS E NUTRIÇÃO (33003017042P0),CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO,1987,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017042D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017042M0'}"
1216,LINGÜÍSTICA APLICADA (33003017043P7),LINGÜÍSTICA APLICADA,LINGUíSTICA E LITERATURA,EM FUNCIONAMENTO,1987,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017043D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017043M7'}"
1217,MULTIMEIOS (33003017044P3),COMUNICAÇÃO,COMUNICAÇÃO E INFORMAÇÃO,EM FUNCIONAMENTO,1986,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017044D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017044M3'}"
1219,EDUCAÇÃO FÍSICA (33003017046P6),EDUCAÇÃO FÍSICA,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",EM FUNCIONAMENTO,1988,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017046D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017046M6'}"
1220,POLÍTICA CIENTÍFICA E TECNOLÓGICA (33003017047P2),"SOCIAIS, CULTURAS E HUMANIDADES",INTERDISCIPLINAR,EM FUNCIONAMENTO,1988,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017047D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017047M2'}"
1222,PLANEJAMENTO DE SISTEMAS ENERGÉTICOS (33003017049P5),"ENGENHARIA, TECNOLOGIA E GESTÃO",INTERDISCIPLINAR,EM FUNCIONAMENTO,1987,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017049D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017049M5'}"
1223,FARMACOLOGIA (33003017051P0),FARMACOLOGIA,CIÊNCIAS BIOLÓGICAS II,EM FUNCIONAMENTO,1989,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017051D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017051M0'}"
1224,BIOLOGIA ANIMAL (33003017052P6),PARASITOLOGIA,CIÊNCIAS BIOLÓGICAS III,EM FUNCIONAMENTO,1988,4,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33003017052D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33003017052M6'}"
1225,SAÚDE DA CRIANÇA E DO ADOLESCENTE (33003017054P9),PEDIATRIA,MEDICINA II,EM FUNCIONAMENTO,1988,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017054D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017054M9'}"
1228,SAÚDE COLETIVA (33003017058P4),MEDICINA PREVENTIVA,SAÚDE COLETIVA,EM FUNCIONAMENTO,1991,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017058D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017058M4'}"
1230,DEMOGRAFIA (33003017061P5),DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,EM FUNCIONAMENTO,1993,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017061D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017061M5'}"
1231,TOCOGINECOLOGIA (33003017062P1),GINECOLOGIA E OBSTETRÍCIA,MEDICINA III,EM FUNCIONAMENTO,1990,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017062D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017062M1'}"
1232,CIÊNCIAS DA CIRURGIA (33003017063P8),CIRURGIA,MEDICINA III,EM FUNCIONAMENTO,1988,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017063D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017063M8'}"
1233,CLÍNICA MÉDICA (33003017065P0),CLÍNICA MÉDICA,MEDICINA I,EM FUNCIONAMENTO,1992,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017065D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017065M0'}"
1234,FILOSOFIA (33003017066P7),FILOSOFIA,FILOSOFIA,EM FUNCIONAMENTO,1994,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017066D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017066M7'}"
1237,GERONTOLOGIA (33003017069P6),SAÚDE E BIOLÓGICAS,INTERDISCIPLINAR,EM FUNCIONAMENTO,1997,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017069D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017069M6'}"
1239,DESENVOLVIMENTO ECONÔMICO (33003017071P0),ECONOMIA,ECONOMIA,EM FUNCIONAMENTO,1997,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017071D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017071M0'}"
1240,ENFERMAGEM (33003017072P7),ENFERMAGEM,ENFERMAGEM,EM FUNCIONAMENTO,1999,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017072D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017072M7'}"
1244,CIÊNCIAS E ENGENHARIA DE PETRÓLEO (33003017076P2),ENGENHARIA MECÂNICA,ENGENHARIAS III,EM FUNCIONAMENTO,1999,5,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017076D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003017076M2'}"
1245,MÚSICA (33003017077P9),ARTES,ARTES,EM FUNCIONAMENTO,2001,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017077D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017077M9'}"
1246,FISIOPATOLOGIA MÉDICA (33003017078P5),MEDICINA,MEDICINA I,EM FUNCIONAMENTO,2002,7,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017078D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003017078M5'}"
1248,GEOGRAFIA (33003017080P0),GEOGRAFIA,GEOGRAFIA,EM FUNCIONAMENTO,1983,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017080D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017080M0'}"
1249,ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA (33003017081P6),ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO,EM FUNCIONAMENTO,2004,4,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33003017081D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33003017081M6'}"
1250,AMBIENTE E SOCIEDADE (33003017082P2),CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO,2004,6,UNIVERSIDADE ESTADUAL DE CAMPINAS,13083970,Campinas,True,False,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003017082D3'}",
1251,BIOLOGIA BUCO-DENTAL (33003033001P3),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1974,5,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003033001D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003033001M3'}"
1253,ODONTOLOGIA (33003033003P6),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1978,7,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033003D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033003M6'}"
1254,MATERIAIS DENTÁRIOS (33003033004P2),MATERIAIS ODONTOLÓGICOS,ODONTOLOGIA,EM FUNCIONAMENTO,1983,6,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003033004D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33003033004M2'}"
1255,RADIOLOGIA ODONTOLÓGICA (33003033005P9),RADIOLOGIA ODONTOLÓGICA,ODONTOLOGIA,EM FUNCIONAMENTO,1983,5,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003033005D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003033005M9'}"
1258,CLÍNICA ODONTOLÓGICA (33003033008P8),CLÍNICA ODONTOLÓGICA,ODONTOLOGIA,EM FUNCIONAMENTO,1993,7,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033008D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033008M8'}"
1259,ESTOMATOPATOLOGIA (33003033009P4),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1999,7,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033009D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33003033009M4'}"
1260,GESTÃO E SAÚDE COLETIVA (33003033010P2),ODONTOLOGIA SOCIAL E PREVENTIVA,ODONTOLOGIA,EM FUNCIONAMENTO,2003,5,UNIVERSIDADE ESTADUAL DE CAMPINAS - CAMPUS PIRACICABA,13414903,Piracicaba,False,True,,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33003033010F5'}"
1261,ARTES (33004013063P4),ARTES,ARTES,EM FUNCIONAMENTO,1991,5,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,01049010,São Paulo,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33004013063D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33004013063M4'}"
